,State,County,Killed,Injured,AvgKilled,AvgInjured,Population,Houses,LandArea,PopDensity,HousingPrice,NumIncidents,NumCities
ms-webster,ms,webster,2.0,1.0,1.0,0.5,4142.0,1902.0,13.179999999999993,314.26403641881654,101527.42074937232,2,5
ms-clay,ms,clay,2.0,11.0,0.15384615384615385,0.8461538461538461,11307.0,5011.0,20.88,541.5229885057472,95498.98,13,1
oh-fulton,oh,fulton,6.0,2.0,0.5454545454545454,0.18181818181818182,17095.0,7123.0,14.389999999999997,1187.977762334955,127704.55458173725,11,7
mo-ray,mo,ray,0.0,0.0,,,10509.0,4669.0,12.059999999999997,871.3930348258708,90246.27187135296,0,8
ar-howard,ar,howard,1.0,0.0,1.0,0.0,6968.0,3074.0,9.790000000000003,711.7466802860059,78042.15928856903,1,3
az-greenlee,az,greenlee,1.0,2.0,1.0,2.0,5496.0,2770.0,17.720000000000017,310.15801354401776,61186.878597215065,1,3
la-evangeline,la,evangeline,5.0,4.0,0.4166666666666667,0.3333333333333333,12493.0,5691.0,6.579999999999999,1898.6322188449851,76184.27825589277,12,3
oh-hardin,oh,hardin,1.0,1.0,1.0,1.0,19016.0,7833.0,12.209999999999994,1557.4119574119582,94781.87427081136,1,9
ms-madison,ms,madison,21.0,33.0,0.39622641509433965,0.6226415094339622,63271.0,26409.0,69.09000000000003,915.7765233753072,204749.6323823657,53,4
oh-putnam,oh,putnam,1.0,1.0,0.5,0.5,16418.0,7038.0,18.38,893.253536452666,122068.84725774368,2,16
ar-craighead,ar,craighead,30.0,75.0,0.11538461538461539,0.28846153846153844,77024.0,32438.0,96.80000000000013,795.702479338842,135320.59008315136,260,8
az-yuma,az,yuma,17.0,25.0,0.3541666666666667,0.5208333333333334,136832.0,51730.0,212.57999999999993,643.672970175934,147550.99099699163,48,6
ut-washington,ut,washington,4.0,3.0,0.2222222222222222,0.16666666666666666,56233.0,22543.5,215.18999999999997,261.31790510711465,291517.42096880276,18,16
sd-bonhomme,sd,bonhomme,0.0,0.0,,,423.0,199.0,0.3699999999999998,1143.243243243244,141319.10204081633,0,1
tn-sequatchie,tn,sequatchie,4.0,2.0,0.5714285714285714,0.2857142857142857,7836.0,3501.0,19.17,408.7636932707355,111130.95729500026,7,3
pa-york,pa,york,73.0,170.0,0.2302839116719243,0.5362776025236593,101316.0,43586.0,26.139999999999983,3875.899005355779,169011.6373443239,317,24
ar-drew,ar,drew,8.0,11.0,0.5714285714285714,0.7857142857142857,10145.0,4447.0,13.089999999999991,775.0190985485109,91363.21039303963,14,3
mn-bigstone,mn,bigstone,0.0,0.0,,,3360.0,1901.0,6.869999999999998,489.08296943231454,80359.70061693867,0,7
ok-texas,ok,texas,1.0,0.0,0.3333333333333333,0.0,16909.0,6471.0,11.360000000000003,1488.4683098591545,90936.3842449358,3,7
wv-upshur,wv,upshur,1.0,0.0,0.5,0.0,5639.0,2398.0,2.83,1992.5795053003533,104982.79591836737,2,1
mo-cass,mo,cass,13.0,15.0,0.41935483870967744,0.4838709677419355,161061.0,64651.0,128.57999999999993,1252.6131591227258,208338.64811839882,31,15
ia-winneshiek,ia,winneshiek,2.0,0.0,0.6666666666666666,0.0,11320.0,4636.0,12.209999999999996,927.1089271089274,166169.06462291564,3,8
mi-mackinac,mi,mackinac,0.0,0.0,,,492.0,1002.0,4.349999999999997,113.10344827586215,236260.87755102038,0,1
tx-aransas,tx,aransas,2.0,4.0,0.5,1.0,10124.0,6939.0,12.090000000000002,837.386269644334,198362.4582057639,4,2
co-alamosa,co,alamosa,1.0,1.0,0.3333333333333333,0.3333333333333333,8883.0,3733.0,5.6399999999999935,1575.0000000000018,174592.59151418402,3,2
ia-dallas,ia,dallas,1.0,1.0,0.3333333333333333,0.3333333333333333,33433.0,13691.0,37.35000000000001,895.127175368139,196640.54876127743,3,15
ar-pike,ar,pike,1.0,0.0,1.0,0.0,4265.0,1992.0,11.669999999999993,365.46700942587853,78725.85921235965,1,4
ga-lumpkin,ga,lumpkin,0.0,0.0,0.0,0.0,5242.0,1915.0,8.589999999999991,610.2444703143196,196123.59183673467,1,1
in-brown,in,brown,0.0,2.0,0.0,1.0,803.0,412.0,1.0099999999999998,795.0495049504952,175564.36734693882,2,1
az-gila,az,gila,4.0,0.0,0.6666666666666666,0.0,31061.0,19529.0,189.24999999999994,164.12681638044918,218261.14918564857,6,8
mi-alcona,mi,alcona,0.0,0.0,,,830.0,565.0,1.4399999999999984,576.3888888888895,131641.64186382515,0,2
ks-rice,ks,rice,0.0,0.0,,,7874.0,3571.0,6.0699999999999985,1297.199341021417,65412.896673315096,0,8
wv-wetzel,wv,wetzel,2.0,1.0,0.5,0.25,9772.0,4792.0,7.73,1264.1655886157826,72545.83561462983,4,8
ny-orange,ny,orange,14.0,39.0,0.12727272727272726,0.35454545454545455,44988.5,19429.0,91.72500000000004,490.47151812482946,219259.97261746324,110,12
mn-winona,mn,winona,7.0,6.0,0.28,0.24,36183.0,14597.0,31.800000000000008,1137.830188679245,169900.16630539048,25,11
sd-stanley,sd,stanley,0.0,0.0,,,2078.0,959.0,3.1100000000000017,668.1672025723469,217924.6326530612,0,1
wi-iowa,wi,iowa,0.0,0.0,,,10954.333333333332,4988.333333333333,223.56666666666666,48.99806172655434,152465.86611481212,0,11
ms-choctaw,ms,choctaw,0.0,0.0,,,2143.0,1026.0,4.2799999999999985,500.70093457943943,89352.29160202092,0,3
ok-hughes,ok,hughes,2.0,1.0,0.6666666666666666,0.3333333333333333,8688.0,3641.0,28.169999999999987,308.41320553780633,36830.33169736809,3,12
nc-mitchell,nc,mitchell,1.0,1.0,0.5,0.5,2639.0,1311.0,4.729999999999997,557.9281183932351,137250.88953750837,2,2
mi-luce,mi,luce,0.0,0.0,,,1519.0,796.0,0.9799999999999992,1550.0000000000014,62351.5918367347,0,1
ks-marshall,ks,marshall,0.0,0.0,0.0,0.0,1745.0,828.0,2.99,583.6120401337793,112407.16711032239,1,2
va-chesterfield,va,chesterfield,4.0,2.0,0.6666666666666666,0.3333333333333333,37353.0,15337.0,21.48,1738.9664804469273,233656.1396981822,6,2
mi-lapeer,mi,lapeer,3.0,3.0,0.3,0.3,20155.0,8873.0,22.08,912.8170289855074,176428.5219468831,10,10
nc-northampton,nc,northampton,7.0,8.0,0.4375,0.5,7233.0,3587.0,15.469999999999997,467.55009696186175,51147.905032799856,16,10
ks-stevens,ks,stevens,0.0,0.0,,,4214.0,1679.0,1.93,2183.419689119171,103453.85950091771,0,2
nd-dunn,nd,dunn,0.0,1.0,0.0,1.0,897.0,422.0,1.3299999999999998,674.4360902255639,338525.82019537676,1,2
nc-currituck,nc,currituck,0.0,2.0,0.0,1.0,4094.0,1474.0,11.330000000000004,361.3415710503088,282686.7481100989,2,2
pa-washington,pa,washington,20.0,24.0,0.26666666666666666,0.32,52856.0,26759.0,21.644999999999992,2441.9496419496427,138294.23626940988,75,22
in-warren,in,warren,0.0,0.0,,,2838.0,1296.0,2.039999999999999,1391.1764705882358,74395.77366780046,0,3
ca-tehama,ca,tehama,14.0,17.0,0.08917197452229299,0.10828025477707007,26108.0,10682.0,44.370000000000005,588.4155961235068,193338.78339341018,157,10
ky-robertson,ky,robertson,1.0,0.0,1.0,0.0,299.0,151.0,0.4400000000000001,679.5454545454544,84942.26666666666,1,1
ar-izard,ar,izard,1.0,1.0,0.5,0.5,6513.0,3292.0,32.19,202.3299161230196,79542.10412378803,2,7
ny-oneida,ny,oneida,25.0,75.0,0.10964912280701754,0.32894736842105265,165608.3333333333,75259.66666666667,372.30499999999984,444.81898801609805,115786.24083101917,228,23
tx-edwards,tx,edwards,0.0,1.0,0.0,0.5,1182.0,558.0,1.2199999999999995,968.8524590163938,127668.07894736846,2,1
nc-harnett,nc,harnett,17.0,28.0,0.4722222222222222,0.7777777777777778,24161.0,10710.0,28.340000000000003,852.5405786873675,130849.32857523962,36,7
ga-barrow,ga,barrow,8.0,7.0,0.10810810810810811,0.0945945945945946,23995.0,9522.0,24.709999999999987,971.0643464184546,165669.56791352754,74,4
ms-lauderdale,ms,lauderdale,50.0,168.0,0.1488095238095238,0.5,45790.0,20641.0,78.44999999999989,583.6838750796694,94468.07411926462,336,5
nc-iredell,nc,iredell,19.0,39.0,0.2087912087912088,0.42857142857142855,60157.0,26470.0,51.899999999999984,1159.0944123314068,215102.8600079322,91,4
wi-langlade,wi,langlade,2.0,6.0,0.3333333333333333,1.0,6116.0,3507.0,57.779999999999916,105.84977500865367,106379.21215004394,6,4
wv-barbour,wv,barbour,1.0,3.0,0.16666666666666666,0.5,5550.0,2558.0,5.860000000000003,947.0989761092145,70063.47681359189,6,4
mn-stearns,mn,stearns,2.0,8.0,0.14285714285714285,0.5714285714285714,45288.0,19320.0,70.62,641.2914188615123,183003.93474352473,14,22
ga-hart,ga,hart,0.0,1.0,0.0,1.0,4934.0,2465.0,8.170000000000003,603.9167686658504,158846.98311876474,1,2
in-ohio,in,ohio,1.0,0.0,1.0,0.0,2304.0,1124.0,1.4500000000000008,1588.9655172413784,150090.4081632653,1,1
wi-forest,wi,forest,6.0,0.0,1.0,0.0,3798.0,2562.5,229.56499999999997,16.544333848800996,108761.38432254855,6,5
ks-wilson,ks,wilson,3.0,0.0,3.0,0.0,5789.0,2888.0,5.33,1086.1163227016884,67317.67992113743,1,7
co-cheyenne,co,cheyenne,0.0,0.0,,,1079.0,575.0,1.6499999999999992,653.9393939393942,88878.50225377109,0,2
ny-madison,ny,madison,0.0,1.0,0.0,0.14285714285714285,30145.0,12462.0,111.69999999999997,269.8746642793197,114951.86678965282,7,10
pa-cameron,pa,cameron,0.0,0.0,0.0,0.0,2073.0,1140.0,0.7100000000000005,2919.7183098591527,65385.94594594595,1,1
in-vigo,in,vigo,13.0,33.0,0.203125,0.515625,64898.0,27353.0,40.49999999999998,1602.4197530864205,92075.15360846304,64,6
ia-davis,ia,davis,0.0,0.0,,,3222.0,1523.0,3.490000000000001,923.209169054441,127258.66592520133,0,4
wv-ritchie,wv,ritchie,0.0,1.0,0.0,1.0,3942.0,1964.0,6.4399999999999995,612.1118012422361,67426.0593229145,1,6
wi-chippewa,wi,chippewa,9.0,6.0,0.47368421052631576,0.3157894736842105,35439.83333333333,15389.333333333334,120.55000000000005,293.98451541545677,175182.23341141164,19,12
mn-yellowmedicine,mn,yellowmedicine,1.0,1.0,0.3333333333333333,0.3333333333333333,6822.0,3296.0,11.980000000000006,569.4490818030048,76392.26266222508,3,8
mi-arenac,mi,arenac,2.0,0.0,1.0,0.0,3536.0,1784.0,8.480000000000004,416.9811320754715,79376.48635261279,2,6
ks-butler,ks,butler,5.0,5.0,0.5555555555555556,0.5555555555555556,44586.0,18033.0,32.29000000000001,1380.799008981108,139976.40014508547,9,14
ak-fairbanksnorthstar,ak,fairbanksnorthstar,4.0,5.0,0.12903225806451613,0.16129032258064516,3212.0,1501.0,78.1399999999999,41.10570770412086,206970.9726392482,31,2
ia-ida,ia,ida,0.0,0.0,0.0,0.0,4891.0,2424.0,4.949999999999999,988.0808080808082,71514.0674126086,2,5
nj-atlantic,nj,atlantic,58.0,181.0,0.15384615384615385,0.48010610079575594,247951.0,115810.0,372.87,664.9797516560732,204137.7647782232,377,21
ar-montgomery,ar,montgomery,1.0,0.0,1.0,0.0,1686.0,853.0,3.5900000000000007,469.6378830083564,100465.1658013733,1,3
la-concordia,la,concordia,2.0,4.0,0.3333333333333333,0.6666666666666666,9654.0,4208.0,9.06,1065.5629139072846,109523.99088955925,6,5
ks-geary,ks,geary,8.0,6.0,0.4,0.3,23883.0,10752.0,12.739999999999988,1874.6467817896407,139935.9824107143,20,2
ca-humboldt,ca,humboldt,35.0,46.0,0.12681159420289856,0.16666666666666666,86722.0,38604.0,104.72999999999999,828.0530888952545,309894.0871237075,276,22
nv-lincoln,nv,lincoln,0.0,0.0,,,4294.0,2027.0,64.96999999999997,66.09204248114517,152308.17077615455,0,5
ks-labette,ks,labette,7.0,4.0,0.3181818181818182,0.18181818181818182,15541.0,7496.0,17.19000000000001,904.0721349621869,46342.982020338066,22,8
pa-lehigh,pa,lehigh,57.0,141.0,0.20430107526881722,0.5053763440860215,246163.0,102291.0,52.51000000000005,4687.926109312508,152646.80444035114,279,12
ca-ventura,ca,ventura,46.0,121.0,0.1503267973856209,0.3954248366013072,670488.0,222235.0,195.3500000000001,3432.2395700025577,595362.5423549713,306,14
la-calcasieu,la,calcasieu,44.0,71.0,0.3120567375886525,0.5035460992907801,107078.0,47955.0,70.46000000000004,1519.699120068123,170576.25005629082,141,7
ms-franklin,ms,franklin,1.0,2.0,0.5,1.0,497.0,215.0,1.1300000000000008,439.8230088495572,107769.71428571429,2,1
nv-eureka,nv,eureka,0.0,0.0,,,1002.0,583.0,3.629999999999998,276.0330578512398,154301.15413666898,0,2
wy-crook,wy,crook,0.0,0.0,0.0,0.0,3137.0,1552.0,7.040000000000001,445.5965909090909,221192.0103355775,1,5
tx-freestone,tx,freestone,2.0,2.0,0.5,0.5,7960.0,3632.0,13.380000000000006,594.9177877428996,111095.20582913782,4,5
tn-monroe,tn,monroe,2.0,5.0,0.2857142857142857,0.7142857142857143,12695.0,6054.0,25.65,494.9317738791423,136264.88991929774,7,4
pa-clarion,pa,clarion,0.0,0.0,0.0,0.0,5309.0,2660.0,5.26,1009.3155893536122,67119.8066211447,1,8
fl-glades,fl,glades,0.0,0.0,,,1680.0,832.0,1.079999999999999,1555.555555555557,99671.0,0,1
sc-greenville,sc,greenville,122.0,168.0,0.291866028708134,0.4019138755980861,164146.0,74535.0,99.78000000000009,1645.0791741832015,186736.05870561433,418,8
co-arapahoe,co,arapahoe,277.0,411.0,0.3074361820199778,0.45615982241953384,983458.0,444243.0,344.78999999999957,2852.3391049624447,401934.6385280252,901,9
wv-cabell,wv,cabell,6.0,5.0,0.2727272727272727,0.22727272727272727,11194.0,5058.0,19.009999999999998,588.8479747501316,124921.30353716812,22,5
ia-lucas,ia,lucas,0.0,1.0,0.0,1.0,5358.0,2613.0,6.409999999999994,835.8814352574111,75988.6402133758,1,5
al-escambia,al,escambia,13.0,8.0,0.52,0.32,19657.0,7981.0,42.660000000000004,460.7829348335677,85176.83650796846,25,5
wv-ohio,wv,ohio,3.0,5.0,0.08571428571428572,0.14285714285714285,33716.0,16666.0,19.22999999999999,1753.3021320852843,97101.93280712827,35,5
mo-crawford,mo,crawford,1.0,0.0,1.0,0.0,5326.0,2415.0,4.970000000000001,1071.629778672032,118107.092981789,1,3
ky-pendleton,ky,pendleton,0.0,0.0,,,2781.0,1285.0,1.2399999999999993,2242.741935483872,103270.08048916065,0,2
la-stjohnthebaptist,la,stjohnthebaptist,25.0,47.0,0.2631578947368421,0.49473684210526314,44890.0,17013.0,61.62000000000001,728.4972411554688,130917.36429403866,95,4
tx-maverick,tx,maverick,1.0,0.0,0.5,0.0,26763.0,9224.0,11.679999999999996,2291.352739726028,127219.92664417319,2,4
ne-cass,ne,cass,1.0,2.0,0.125,0.25,13061.0,5884.0,7.720000000000001,1691.8393782383419,182050.41368498455,8,15
mt-jefferson,mt,jefferson,1.0,2.0,0.3333333333333333,0.6666666666666666,4144.0,1917.0,55.960000000000036,74.05289492494634,241828.32113314813,3,5
ky-shelby,ky,shelby,3.0,4.0,0.3333333333333333,0.4444444444444444,16529.0,6777.0,10.25,1612.5853658536585,182594.90660487305,9,2
ut-carbon,ut,carbon,2.0,1.0,0.5,0.25,13917.0,6048.0,21.620000000000005,643.709528214616,138465.5452941097,4,5
ar-greene,ar,greene,5.0,8.0,0.2631578947368421,0.42105263157894735,27798.0,11776.0,35.71000000000003,778.4374124894981,104758.59810663396,19,4
al-chilton,al,chilton,5.0,11.0,0.2777777777777778,0.6111111111111112,13892.0,6050.0,41.53000000000002,334.50517698049583,115502.58009623684,18,4
or-marion,or,marion,45.0,52.0,0.30201342281879195,0.348993288590604,255262.0,99464.0,76.36,3342.875851231011,260336.37926487363,149,18
ga-pickens,ga,pickens,2.0,4.0,0.4,0.8,3748.0,1678.0,10.05,372.93532338308455,205656.03738658753,5,2
tx-mason,tx,mason,0.0,0.0,,,2114.0,1118.0,3.650000000000004,579.1780821917802,283501.71428571426,0,1
sc-horry,sc,horry,98.0,236.0,0.1746880570409982,0.4206773618538324,81966.0,76165.0,90.09999999999997,909.722530521643,190727.5310323558,561,10
tx-andrews,tx,andrews,0.0,2.0,0.0,0.4,11088.0,4379.0,4.900000000000004,2262.857142857141,144814.58,5,1
in-madison,in,madison,13.0,22.0,0.23214285714285715,0.39285714285714285,85101.0,41195.0,66.28999999999992,1283.768290843266,69516.09706753174,56,14
nv-clark,nv,clark,630.0,729.0,0.4430379746835443,0.5126582278481012,1099502.0,456711.0,778.8199999999983,1411.7536786420512,261265.3008030357,1422,11
mn-hubbard,mn,hubbard,0.0,1.0,0.0,0.5,4872.0,2752.0,14.169999999999993,343.8249823570926,199769.03803541762,2,5
tn-chester,tn,chester,2.0,2.0,0.2857142857142857,0.2857142857142857,6498.0,2381.0,9.289999999999992,699.4617868676002,94712.71804883901,7,2
ak-haines,ak,haines,0.0,2.0,0.0,0.5,1713.0,902.0,13.200000000000005,129.77272727272722,217815.22448979595,4,1
co-baca,co,baca,0.0,0.0,0.0,0.0,1591.0,902.0,1.3499999999999994,1178.518518518519,85216.74668537037,1,2
wv-lewis,wv,lewis,1.0,0.0,0.16666666666666666,0.0,4519.0,2348.0,2.1900000000000017,2063.4703196347014,93451.2729391927,6,2
ky-clinton,ky,clinton,1.0,0.0,1.0,0.0,2033.0,1080.0,2.25,903.5555555555555,81457.0,1,1
ar-prairie,ar,prairie,1.0,0.0,1.0,0.0,3974.0,1883.0,6.839999999999998,580.9941520467838,60967.03377155429,1,4
md-harford,md,harford,24.0,34.0,0.39344262295081966,0.5573770491803278,76573.0,31033.0,76.825,996.7198177676537,242733.63122375135,61,10
ga-whitfield,ga,whitfield,9.0,9.0,0.391304347826087,0.391304347826087,36389.0,14661.0,30.219999999999988,1204.1363335539384,120959.11560548545,23,4
ma-middlesex,ma,middlesex,31.0,109.0,0.07542579075425791,0.26520681265206814,1383705.5,559934.5,726.2049999999999,1905.3924167418293,589761.6723779177,411,52
ga-butts,ga,butts,8.0,4.0,1.3333333333333333,0.6666666666666666,8309.0,3480.0,12.009999999999998,691.8401332223149,131933.0581574009,6,4
va-henry,va,henry,3.0,7.0,0.1875,0.4375,11478.0,5933.0,16.550000000000004,693.5347432024167,89382.16321178326,16,5
nc-haywood,nc,haywood,8.0,4.0,0.42105263157894735,0.21052631578947367,19203.0,11848.0,22.09000000000001,869.3073789044812,197814.73933649354,19,5
ga-coffee,ga,coffee,11.0,11.0,0.3055555555555556,0.3055555555555556,15956.0,6023.0,21.50999999999999,741.7945141794518,98571.98160890168,36,4
fl-osceola,fl,osceola,0.0,0.0,,,7427.0,4086.0,10.540000000000008,704.6489563567357,364240.93877551024,0,1
mo-webster,mo,webster,9.0,4.0,1.125,0.5,13131.0,5685.0,13.719999999999999,957.0699708454812,141973.8223933373,8,6
tx-atascosa,tx,atascosa,6.0,3.0,0.3333333333333333,0.16666666666666666,20272.0,7918.0,18.829999999999995,1076.579925650558,149972.78107192126,18,5
ms-rankin,ms,rankin,247.0,540.0,0.289906103286385,0.6338028169014085,240837.0,102827.0,217.66000000000165,1106.4825875218146,76195.87301060856,852,8
ar-saline,ar,saline,8.0,12.0,0.13114754098360656,0.19672131147540983,58547.0,24203.0,62.319999999999986,939.4576379974328,144659.37215012434,61,8
pa-greene,pa,greene,4.0,1.0,1.0,0.25,7181.0,3102.0,3.1799999999999997,2258.176100628931,111232.81518769983,4,4
tn-washington,tn,washington,26.0,25.0,0.24074074074074073,0.23148148148148148,70415.0,33903.0,55.07000000000001,1278.6453604503358,151925.22518839382,108,4
tn-hancock,tn,hancock,2.0,0.0,2.0,0.0,1387.0,641.0,2.299999999999998,603.0434782608701,82943.85714285714,1,1
va-franklin,va,franklin,4.0,7.0,0.3333333333333333,0.5833333333333334,9020.0,5086.0,42.39999999999999,212.73584905660383,250711.92027550619,12,5
oh-perry,oh,perry,4.0,1.0,0.5714285714285714,0.14285714285714285,12914.5,5635.0,13.315000000000003,969.9211415696581,84856.03782844104,7,11
tx-hardeman,tx,hardeman,0.0,0.0,,,707.0,355.0,1.0200000000000011,693.13725490196,68822.97959183673,0,1
ga-twiggs,ga,twiggs,3.0,1.0,0.5,0.16666666666666666,1273.0,618.0,4.449999999999997,286.0674157303373,52496.301202034214,6,2
co-custer,co,custer,1.0,1.0,0.5,0.5,1155.0,689.0,16.700000000000006,69.16167664670657,200898.0010959391,2,2
tx-mclennan,tx,mclennan,45.0,72.0,0.4017857142857143,0.6428571428571429,195992.0,79653.0,208.28999999999985,940.9573191223782,133443.63539224825,112,21
oh-auglaize,oh,auglaize,0.0,2.0,0.0,0.6666666666666666,17609.0,7568.0,12.160000000000002,1448.1085526315787,138666.0723993614,3,6
ms-tippah,ms,tippah,7.0,2.0,0.875,0.25,8070.0,3471.0,27.360000000000003,294.95614035087715,81957.05058237641,8,5
nc-rutherford,nc,rutherford,4.0,11.0,0.2222222222222222,0.6111111111111112,19362.0,10936.0,34.39999999999998,562.8488372093027,126359.05865480796,18,8
al-macon,al,macon,15.0,11.0,0.7142857142857143,0.5238095238095238,11304.0,5313.0,34.42999999999999,328.31832704037186,48498.62022347957,21,3
ky-taylor,ky,taylor,4.0,7.0,0.25,0.4375,9108.0,4114.0,5.0,1821.6,97648.45454545453,16,1
ca-orange,ca,orange,165.0,276.0,0.3326612903225806,0.5564516129032258,2957160.0,1031979.0,544.1100000000002,5434.8569223135,757744.2258373403,496,38
tx-refugio,tx,refugio,0.0,0.0,0.0,0.0,5353.0,2654.0,4.83,1108.2815734989647,86217.07890284975,1,5
ky-hickman,ky,hickman,0.0,0.0,,,1558.0,739.0,1.9299999999999997,807.2538860103629,58712.57929910801,0,2
wv-kanawha,wv,kanawha,55.0,171.0,0.1544943820224719,0.4803370786516854,110662.0,54639.0,101.25000000000023,1092.9580246913556,110773.05283510435,356,19
tn-henry,tn,henry,2.0,7.0,0.18181818181818182,0.6363636363636364,11379.0,5603.0,15.55000000000001,731.7684887459802,102608.42612740259,11,4
nc-yancey,nc,yancey,1.0,0.0,0.3333333333333333,0.0,1693.0,879.0,1.5799999999999992,1071.5189873417728,166630.95918367346,3,1
co-moffat,co,moffat,3.0,0.0,1.0,0.0,9875.0,4302.0,6.439999999999993,1533.3850931677034,193525.53045095303,3,3
ia-franklin,ia,franklin,1.0,0.0,0.3333333333333333,0.0,7037.0,3139.0,21.07000000000001,333.9819648789747,70569.912202855,3,9
va-fauquier,va,fauquier,3.0,4.0,0.3,0.4,16855.0,6673.0,20.59,818.6012627489073,389121.9267134997,10,7
mn-steele,mn,steele,1.0,3.0,0.2,0.6,29525.0,12375.0,18.049999999999983,1635.7340720221623,170768.11435168007,5,4
wi-ashland,wi,ashland,8.0,2.0,1.0,0.25,6566.5,4140.0,147.34500000000014,44.5654755845125,144500.23687764962,8,7
nm-rioarriba,nm,rioarriba,11.0,6.0,0.5238095238095238,0.2857142857142857,23954.0,11010.0,85.32,280.75480543834976,167065.8676784888,21,19
co-elbert,co,elbert,2.0,0.0,1.0,0.0,2699.0,1119.0,2.7,999.6296296296296,394252.3509328664,2,3
nm-losalamos,nm,losalamos,0.0,0.0,0.0,0.0,12019.0,5863.0,11.139999999999993,1078.9048473967691,272356.1224489796,4,1
pa-snyder,pa,snyder,1.0,2.0,0.14285714285714285,0.2857142857142857,12096.0,4886.0,11.44,1057.3426573426573,155692.39574962197,7,8
ia-tama,ia,tama,1.0,0.0,0.3333333333333333,0.0,10909.0,4873.0,13.61,801.5429831006613,99918.253634144,3,12
nm-bernalillo,nm,bernalillo,3.0,2.0,0.5,0.3333333333333333,7760.0,3637.0,9.339999999999996,830.8351177730196,376419.79640654713,6,4
ny-cortland,ny,cortland,1.0,0.0,0.2,0.0,32251.0,12996.0,82.30999999999999,391.82359373101696,117947.30331593394,5,5
il-hancock,il,hancock,4.0,0.0,0.8,0.0,12078.0,5943.0,21.349999999999998,565.7142857142858,81237.10136636342,5,9
ok-mayes,ok,mayes,1.0,1.0,0.16666666666666666,0.16666666666666666,8043.0,3872.0,23.629999999999995,340.3724079559882,107095.52100375273,6,11
tx-parmer,tx,parmer,0.0,1.0,0.0,1.0,7354.0,2667.0,3.3999999999999995,2162.9411764705887,98001.19580205536,1,3
la-eastcarroll,la,eastcarroll,0.0,0.0,,,3991.0,1647.0,3.590000000000003,1111.699164345403,43935.0,0,1
tx-young,tx,young,2.0,3.0,0.6666666666666666,1.0,12773.0,5735.0,9.400000000000002,1358.8297872340422,99853.26818853087,3,3
ok-kingfisher,ok,kingfisher,1.0,1.0,0.5,0.5,9324.0,3986.0,11.74,794.2078364565588,114522.62446624412,2,6
mi-monroe,mi,monroe,1.0,5.0,0.09090909090909091,0.45454545454545453,35427.0,14792.0,26.370000000000005,1343.4584755403866,179027.0938703767,11,9
ia-shelby,ia,shelby,0.0,0.0,,,8146.0,3828.0,10.149999999999993,802.5615763546804,108370.44800396646,0,11
or-yamhill,or,yamhill,3.0,9.0,0.15,0.45,76490.0,28153.0,24.24,3155.528052805281,309887.764981294,20,10
mi-alger,mi,alger,1.0,0.0,1.0,0.0,2575.0,1372.0,7.700000000000002,334.4155844155843,100042.78949247337,1,2
va-patrick,va,patrick,1.0,2.0,0.3333333333333333,0.6666666666666666,3253.0,1668.0,18.779999999999994,173.2161874334399,93321.65558165712,3,2
sc-dillon,sc,dillon,15.0,21.0,0.40540540540540543,0.5675675675675675,8974.0,3972.0,8.010000000000003,1120.3495630461919,80654.39766259668,37,3
nc-alamance,nc,alamance,22.0,86.0,0.10476190476190476,0.4095238095238095,96719.0,43266.0,64.01000000000006,1510.9982815185112,136061.9409914601,210,12
ga-clarke,ga,clarke,0.0,2.0,0.0,0.1,1122.0,529.0,2.6200000000000028,428.24427480915983,154662.01960784313,20,1
mn-scott,mn,scott,3.0,6.0,0.23076923076923078,0.46153846153846156,110467.0,40349.0,75.97000000000001,1454.087139660392,297436.9116964687,13,8
ia-desmoines,ia,desmoines,15.0,22.0,0.24193548387096775,0.3548387096774194,31443.0,14593.0,21.99000000000001,1429.8772169167798,96039.69641189443,62,5
ca-losangeles,ca,losangeles,1514.0,1467.0,0.5140916808149406,0.49813242784380307,8980510.0,3188819.0,1532.3499999999958,5860.61278428559,660049.8866368721,2945,95
ok-pawnee,ok,pawnee,1.0,0.0,0.5,0.0,6921.0,3333.0,12.16,569.1611842105264,57890.20623082718,2,11
tx-randall,tx,randall,43.0,109.0,0.1382636655948553,0.3504823151125402,204741.0,86250.0,108.81999999999962,1881.4648042639285,127378.24908334238,311,4
pa-lackawanna,pa,lackawanna,5.0,11.0,0.07042253521126761,0.15492957746478872,182846.23333333334,82223.85,273.4605000000005,668.6385541360928,119289.7295156762,71,25
ok-love,ok,love,2.0,3.0,0.4,0.6,1902.0,817.0,4.520000000000001,420.79646017699105,97279.06356870965,5,3
ny-dutchess,ny,dutchess,4.0,10.0,0.10256410256410256,0.2564102564102564,86599.5,34621.5,172.88500000000008,500.9081181131964,266381.27668386075,39,13
va-scott,va,scott,2.0,2.0,0.5,0.5,4237.0,2238.0,7.799999999999997,543.2051282051284,82179.88718972843,4,6
mn-mcleod,mn,mcleod,1.0,1.0,1.0,1.0,26542.0,11744.0,16.920000000000005,1568.6761229314416,162664.2318022577,1,10
wv-putnam,wv,putnam,2.0,6.0,0.1111111111111111,0.3333333333333333,12900.0,5492.0,10.4,1240.3846153846152,152479.6769784622,18,6
ia-iowa,ia,iowa,2.0,0.0,0.6666666666666666,0.0,9495.0,4399.0,12.740000000000002,745.2904238618523,138067.8022185005,3,11
